"Ictalurus_nebulosus" "benthic_detritus"
"Kelicottia_bostoniensis" "Cryptomonas_ovata"
"Trichocerca_pusilla" "Cryptomonas_ovata"
"Trichocerca_similis" "Cryptomonas_ovata"
"Gastropus_stylifer" "Cryptomonas_ovata"
"Polyarthra_major" "Cryptomonas_ovata"
"Trichocerca_multicrinis" "Cryptomonas_ovata"
"Bosmina_longirostris" "Cryptomonas_ovata"
"Conochiloides_dossuarius" "Cryptomonas_ovata"
"Keratella_crassa" "Cryptomonas_ovata"
"Ceriodaphnia_quadrangula" "Cryptomonas_ovata"
"Synchaeta_sp." "Cryptomonas_ovata"
"Diaphanosoma_birgei" "Cryptomonas_ovata"
"Alona_costata" "Mesocyclops_edax"
"Chydorus_sphaericus" "Mesocyclops_edax"
"Keratella_taurocephala" "Mesocyclops_edax"
"Keratella_testudo" "Mesocyclops_edax"
"Kelicottia_bostoniensis" "Mesocyclops_edax"
"Trichocerca_pusilla" "Mesocyclops_edax"
"Trichocerca_similis" "Mesocyclops_edax"
"Gastropus_stylifer" "Mesocyclops_edax"
"Polyarthra_major" "Mesocyclops_edax"
"Trichocerca_multicrinis" "Mesocyclops_edax"
"Bosmina_longirostris" "Mesocyclops_edax"
"Conochiloides_dossuarius" "Mesocyclops_edax"
"Keratella_crassa" "Mesocyclops_edax"
"Ceriodaphnia_quadrangula" "Mesocyclops_edax"
"Synchaeta_sp." "Mesocyclops_edax"
"Mesocyclops_edax" "Paracyclops_sp."
"Mesocyclops_edax" "Peridinium_inconspicuum"
"Mesocyclops_edax" "Peridinium_limbatum"
"Alona_costata" "Paracyclops_sp."
"Keratella_taurocephala" "Paracyclops_sp."
"Keratella_testudo" "Paracyclops_sp."
"Kelicottia_bostoniensis" "Paracyclops_sp."
"Trichocerca_pusilla" "Paracyclops_sp."
"Trichocerca_similis" "Paracyclops_sp."
"Gastropus_stylifer" "Paracyclops_sp."
"Polyarthra_major" "Paracyclops_sp."
"Trichocerca_multicrinis" "Paracyclops_sp."
"Conochiloides_dossuarius" "Paracyclops_sp."
"Keratella_crassa" "Paracyclops_sp."
"Synchaeta_sp." "Paracyclops_sp."
"Paracyclops_sp." "Peridinium_inconspicuum"
"Paracyclops_sp." "Peridinium_limbatum"
"Alona_costata" "Notemigonus_crysoleucas"
"Chydorus_sphaericus" "Notemigonus_crysoleucas"
"Keratella_taurocephala" "Notemigonus_crysoleucas"
"Keratella_testudo" "Notemigonus_crysoleucas"
"Kelicottia_bostoniensis" "Notemigonus_crysoleucas"
"Trichocerca_pusilla" "Notemigonus_crysoleucas"
"Trichocerca_similis" "Notemigonus_crysoleucas"
"Gastropus_stylifer" "Notemigonus_crysoleucas"
"Polyarthra_major" "Notemigonus_crysoleucas"
"Trichocerca_multicrinis" "Notemigonus_crysoleucas"
"Bosmina_longirostris" "Notemigonus_crysoleucas"
"Conochiloides_dossuarius" "Notemigonus_crysoleucas"
"Keratella_crassa" "Notemigonus_crysoleucas"
"Ceriodaphnia_quadrangula" "Notemigonus_crysoleucas"
"Synchaeta_sp." "Notemigonus_crysoleucas"
"Diaphanosoma_birgei" "Notemigonus_crysoleucas"
"Mesocyclops_edax" "Notemigonus_crysoleucas"
"Paracyclops_sp." "Notemigonus_crysoleucas"
