link.citation,con.taxonomy,res.taxonomy,foodweb.name,,,,,,
Cattin Blandenier (2004),Locustella naevia,Aphidina,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Staphylinidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Nestus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Heteroptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Paederus riparius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Tibellus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Limoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Coleoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Cytilus sericeus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Arctosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Leptoceridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Chartoscirta cincta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Pirata tenuitarsis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Dryops sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Pirata piraticus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Vulpes vulpes,Rana sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Limoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Pachybrachius sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Cytilus sericeus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Arctosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Tetragnatha sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Staphylinidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Natrix natrix,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Lycosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Nabidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Pardosa prativaga,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Carabidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Limoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Cytilus sericeus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Tettigoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Pirata piraticus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Arctosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Swammerdamella brevicornis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Salticidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Dipogon sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Limnephilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Aprostocetus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Aprostocetus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Sciaridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Lycosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Tettigoniidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Pirata piraticus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Pardosa prativaga,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Elateridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Carabidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Chironomidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Aphidoidea,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Limnobaris dolorosa,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Aprostocetus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Aprostocetus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Aprostocetus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Natrix natrix,Lumbricidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Lycosidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Pardosa prativaga,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Carabidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Zygoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Staphylinidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Falco subbuteo,Libellula quadrimaculata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Cicadella viridis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Chrysotus cilipes,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Falco subbuteo,Anisoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Tibellus sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Falco subbuteo,Sympetrum sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Paederus riparius,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Dolomedes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Clubiona stagnatilis,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Pardosa sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Arctosa leopardus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Coleoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Coenagrion sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Lacerta agilis,Agriotes lineatus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Natrix natrix,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Falco subbuteo,Somatochlora flavomaculata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Falco subbuteo,Somatochlora sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Ischnura elegans,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Hybotidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Ichneumonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Evarcha arcuata,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Limnia paludicola,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora flavomaculata,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Somatochlora sp,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Trachelipus rathkei,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Lepidoptera,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Acrididae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Rana sp,Leptoceridae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Arctosa leopardus,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Ensifera,Ceratopogonidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Libellula quadrimaculata,Meligethes sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Locustella naevia,Sciocoris sp,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Sympetrum sp,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anisoptera,Drosophilidae,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
Cattin Blandenier (2004),Anguis fragilis,Oligochaeta,"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ",,,,,,
